PMID,Title,csv_name,SentenceIndex,Sentence
37638441,"Tau Loss of Function, by Deletion or Aggregation, Contributes to Peripheral Insulin Resistance.",ALZ_T2DM,4,"RESULTS: Our data show that tau deletion or loss of function promotes peripheral insulin resistance as seen in primary hepatocytes isolated from Tau KO and P301 L mice, respectively."
37638441,"Tau Loss of Function, by Deletion or Aggregation, Contributes to Peripheral Insulin Resistance.",ALZ_T2DM,5,"Furthermore, exposure of wild-type primary hepatocytes to sub-toxic concentrations of tau oligomers results in a dose-dependent inhibition of glucose uptake, associated with downregulation of insulin signaling."
37638441,"Tau Loss of Function, by Deletion or Aggregation, Contributes to Peripheral Insulin Resistance.",ALZ_T2DM,6,"Tau oligomers-induced inactivation of insulin signaling proteins was rescued by inhibition of p38 MAPK, suggesting the involvement of p38 MAPK."
37638441,"Tau Loss of Function, by Deletion or Aggregation, Contributes to Peripheral Insulin Resistance.",ALZ_T2DM,7,CONCLUSIONS: The study the first study testing tau role in peripheral insulin resistance at the cellular level using multiple transgenic mouse models.
37638441,"Tau Loss of Function, by Deletion or Aggregation, Contributes to Peripheral Insulin Resistance.",ALZ_T2DM,8,"Moreover, The study suggests that tau should be functional for insulin sensitivity, therefore, any loss of function by deletion or aggregation would result in insulin resistance."
30923733,"APOE ε4, the door to insulin-resistant dyslipidemia and brain fog? A case study.",ALZ_T2DM,0,"For decades, scientists have known that carriers of the apolipoprotein E ε4 apolipoprotein E ε4 allele allele (homozygous/heterozygous) are at respectively higher risk for developing Alzheimer's disease (AD)."
30923733,"APOE ε4, the door to insulin-resistant dyslipidemia and brain fog? A case study.",ALZ_T2DM,1,"Although previous research reveals that the apolipoprotein E ε4 allele variant impacts the clearance capacity and degradation of β-amyloid from the brain, as compared with apolipoprotein E ε3 allele (wild type) (wild type with normal risk) and apolipoprotein E ε2 allele (variant) (variant with accelerated clearance and reduced risk), little has been documented about apolipoprotein E ε4 allele dual role in cholesterol transport, both peripheral and cerebral, and the effects of sluggish apolipoprotein E ε4 allele cholesterol transport on cerebral metabolic rate."
30923733,"APOE ε4, the door to insulin-resistant dyslipidemia and brain fog? A case study.",ALZ_T2DM,2,An understanding of the connection between brain metabolism and brain fat/cholesterol transport may unlock new prevention strategies for treating patients with a comorbidity of metabolic syndrome (MetS) with cognitive impairment.
30923733,"APOE ε4, the door to insulin-resistant dyslipidemia and brain fog? A case study.",ALZ_T2DM,3,Recent findings suggest that the apolipoprotein E ε4 allele carrier impedes the shuttling of lipids from neurons and circumvents the storage of fat within the glia lipid droplets.
30923733,"APOE ε4, the door to insulin-resistant dyslipidemia and brain fog? A case study.",ALZ_T2DM,4,This sluggish transport of lipids to triglyceride droplets in the glia cells can lead to dangerous reactive oxygen species and hydroxyl-free radicals as lipids are prematurely oxidized.
30923733,"APOE ε4, the door to insulin-resistant dyslipidemia and brain fog? A case study.",ALZ_T2DM,5,"This case study evaluates the effects of a 10-week clinically prescribed ketogenic diet (KD) with a 68-year-old male, heterozygous apolipoprotein E ε4 allele carrier, with a dual diagnosis of mild AD and type 2 diabetes (T2DM)."
30923733,"APOE ε4, the door to insulin-resistant dyslipidemia and brain fog? A case study.",ALZ_T2DM,6,"a 68-year-old male, heterozygous APOE ε4 carrier, with a dual diagnosis of mild AD and type 2 diabetes (T2DM) was administering both long- and short-acting injectable insulin to mediate his T2DM for 15+ years."
30923733,"APOE ε4, the door to insulin-resistant dyslipidemia and brain fog? A case study.",ALZ_T2DM,7,"Clinical goals of the intervention included increased hypothalamic and peripheral insulin sensitivity as measured via blood ketones with the Abbott Precision Xtra Blood Ketone Meter to confirm metabolic flexibility; controlled plasma glucose as measured via Abbott Precision Xtra Blood Glucose Meter and HgA1c via venous draw; normalization of lipid panel via venous draw and improved memory with restoration of a 68-year-old male, heterozygous APOE ε4 carrier, with a dual diagnosis of mild AD and type 2 diabetes (T2DM) measured via the Montreal Cognitive Assessment."
30923733,"APOE ε4, the door to insulin-resistant dyslipidemia and brain fog? A case study.",ALZ_T2DM,8,The Montreal Cognitive Assessment is considered to be a gold standard assessment in the diagnosis of early AD.
30923733,"APOE ε4, the door to insulin-resistant dyslipidemia and brain fog? A case study.",ALZ_T2DM,9,Physiological biomarkers for T2DM/MetS and cognitive functionality were assessed before/during/after intervention.
30923733,"APOE ε4, the door to insulin-resistant dyslipidemia and brain fog? A case study.",ALZ_T2DM,10,"These measures included HOMA-IR, triglycerides/HDL ratio, HgA1c, fasting glucose, fasting insulin, complete fasting lipid panel and the PEAK mobile application for real-time measurement of cognitive improvement."
30923733,"APOE ε4, the door to insulin-resistant dyslipidemia and brain fog? A case study.",ALZ_T2DM,11,The results were statistically significant.
30923733,"APOE ε4, the door to insulin-resistant dyslipidemia and brain fog? A case study.",ALZ_T2DM,12,The patient's baseline Montreal Cognitive Assessment improved from 23/30 (mild AD) to 29/30 (normal ≥ 26).
30923733,"APOE ε4, the door to insulin-resistant dyslipidemia and brain fog? A case study.",ALZ_T2DM,13,"a 68-year-old male, heterozygous APOE ε4 carrier, with a dual diagnosis of mild AD and type 2 diabetes (T2DM) was reversed."
30923733,"APOE ε4, the door to insulin-resistant dyslipidemia and brain fog? A case study.",ALZ_T2DM,14,Pre-intervention HgA1c was 7.8% (T2DM); post intervention HgA1c measured 5.5% (normal).
30923733,"APOE ε4, the door to insulin-resistant dyslipidemia and brain fog? A case study.",ALZ_T2DM,15,"Likewise, a 68-year-old male, heterozygous APOE ε4 carrier, with a dual diagnosis of mild AD and type 2 diabetes (T2DM) achieved statistically significant improvements in the other aforementioned a 68-year-old male, heterozygous APOE ε4 carrier, with a dual diagnosis of mild AD and type 2 diabetes (T2DM) MetS."
30923733,"APOE ε4, the door to insulin-resistant dyslipidemia and brain fog? A case study.",ALZ_T2DM,16,"The results of this case study suggest that a clinically prescribed ketogenic diet has strong potential to restore systemic insulin sensitivity and metabolic flexibility in diabetic, apolipoprotein E ε4 allele heterozygous a 68-year-old male, heterozygous APOE ε4 carrier, with a dual diagnosis of mild AD and type 2 diabetes (T2DM) of action point to normalization of homeostatic negative feedback loops apolipoprotein E ε4 allele synthesis/utilization and glucose (insulin)/fatty acid (glucagon) utilization/production in both the body and brain, resulting in increased cerebral metabolism, improved cognition, and reversal of T2DM via apolipoprotein E ε4 allele insulin sensitivity."
37200398,Combining Mendelian randomization and network deconvolution for inference of causal networks with GWAS summary data.,ALZ_T2DM,0,Mendelian randomization (MR) has been increasingly applied for causal inference with observational data by using genetic variants as instrumental variables (IVs).
37200398,Combining Mendelian randomization and network deconvolution for inference of causal networks with GWAS summary data.,ALZ_T2DM,1,"However, the current practice of MR has been largely restricted to investigating the total causal effect between two traits, while the current practice of MR would be useful to infer the direct causal effect between any two of many traits (by accounting for indirect or mediating effects through other traits)."
37200398,Combining Mendelian randomization and network deconvolution for inference of causal networks with GWAS summary data.,ALZ_T2DM,2,For this purpose the authors propose a two-step approach: the authors first apply an extended MR method to infer (i.e.
37200398,Combining Mendelian randomization and network deconvolution for inference of causal networks with GWAS summary data.,ALZ_T2DM,3,"both estimate and test) a causal network of total effects among multiple traits, then the authors modify a graph deconvolution algorithm to infer the corresponding network of direct effects."
37200398,Combining Mendelian randomization and network deconvolution for inference of causal networks with GWAS summary data.,ALZ_T2DM,4,Simulation studies showed much better performance of the proposed method proposed method than existing ones.
37200398,Combining Mendelian randomization and network deconvolution for inference of causal networks with GWAS summary data.,ALZ_T2DM,5,"the authors applied the method to 17 large-scale GWAS summary datasets (with median N = 256879 and median #IVs = 48) to infer the causal networks of both total and direct effects among 11 common cardiometabolic risk factors, 4 cardiometabolic diseases (coronary artery disease, stroke, type 2 diabetes, atrial fibrillation), Alzheimer's disease and asthma, identifying some interesting causal pathways."
37200398,Combining Mendelian randomization and network deconvolution for inference of causal networks with GWAS summary data.,ALZ_T2DM,6,We also provide an R Shiny app (https://zhaotongl.shinyapps.io/cMLgraph/) for users to explore any subset of the 17 traits of interest.
35290109,Peripheral Aβ acts as a negative modulator of insulin secretion.,ALZ_T2DM,0,"Type 2 diabetes mellitus is known to be a risk factor for Alzheimer’s disease (AD), but the underlying mechanisms remain unclear."
35290109,Peripheral Aβ acts as a negative modulator of insulin secretion.,ALZ_T2DM,1,In Alzheimer’s disease the cerebral accumulation of amyloid β amyloid β triggers a pathological cascade leading to neurodegeneration.
35290109,Peripheral Aβ acts as a negative modulator of insulin secretion.,ALZ_T2DM,2,Plasma Aβ levels are thought to reflect the brain amyloid pathology and currently used as a diagnostic biomarker Alzheimer’s disease AD.
35290109,Peripheral Aβ acts as a negative modulator of insulin secretion.,ALZ_T2DM,3,"However, amyloid precursor protein and Aβ-generating enzymes, β- and γ-secretases, are widely expressed in various peripheral tissues."
35290109,Peripheral Aβ acts as a negative modulator of insulin secretion.,ALZ_T2DM,4,Previous reports have shown that glucose and insulin loading cause a transient increase of plasma amyloid β in mice and humans.
35290109,Peripheral Aβ acts as a negative modulator of insulin secretion.,ALZ_T2DM,5,findings that glucose and insulin loading cause a transient increase of plasma Aβ in mice and humans led us to speculate that plasma amyloid β is produced from glucose- and insulin-susceptible peripheral tissues to play a role in glucose and insulin metabolism.
35290109,Peripheral Aβ acts as a negative modulator of insulin secretion.,ALZ_T2DM,6,"To test this hypothesis, we investigated the effects of glucose and insulin on amyloid β secretion and the effect of amyloid β on insulin secretion in vivo, ex vivo, and in vitro."
35290109,Peripheral Aβ acts as a negative modulator of insulin secretion.,ALZ_T2DM,7,amyloid β was found to be secreted from β-cells of the pancreas along with insulin upon glucose stimulation.
35290109,Peripheral Aβ acts as a negative modulator of insulin secretion.,ALZ_T2DM,8,"Upon insulin stimulation, amyloid β was secreted from cells of insulin-targeted organs, such as adipose tissues, skeletal muscles, and the liver, along with their organokines."
35290109,Peripheral Aβ acts as a negative modulator of insulin secretion.,ALZ_T2DM,9,"Furthermore, amyloid β inhibited the glucose-triggered insulin secretion from β-cells, slowing down glucose clearance from the blood."
35290109,Peripheral Aβ acts as a negative modulator of insulin secretion.,ALZ_T2DM,10,results suggesting that peripheral Aβ acts as a negative modulator of insulin secretion suggest that peripheral amyloid β acts as a negative modulator of insulin secretion.
35290109,Peripheral Aβ acts as a negative modulator of insulin secretion.,ALZ_T2DM,11,Our findings provide a possible mechanism linking diabetes to AD and call attention to how plasma amyloid β levels are used in Alzheimer’s disease diagnosis.
19135149,"(Pre)diabetes, brain aging, and cognition.",ALZ_T2DM,0,"Cognitive dysfunction and dementia have recently been proven to be common (and underrecognized) complications of diabetes mellitus diabetes mellitus In fact, several studies have evidenced that phenotypes associated with obesity and/or alterations on insulin homeostasis are at increased risk for developing cognitive decline and dementia, including not only vascular dementia, but also Alzheimer's disease Alzheimer's disease These phenotypes associated with obesity and/or alterations on insulin homeostasis include prediabetes, diabetes, and the metabolic syndrome."
19135149,"(Pre)diabetes, brain aging, and cognition.",ALZ_T2DM,1,Both types 1 and 2 diabetes are also important risk factors for decreased performance in several neuropsychological functions.
19135149,"(Pre)diabetes, brain aging, and cognition.",ALZ_T2DM,2,"Chronic hyperglycemia and hyperinsulinemia primarily stimulates the formation of Advanced Glucose Endproducts (AGEs), which leads to an overproduction of Reactive Oxygen Species (ROS)."
19135149,"(Pre)diabetes, brain aging, and cognition.",ALZ_T2DM,3,"Protein glycation and increased oxidative stress are the two main mechanisms involved in biological aging, both being also probably related to the etiopathogeny of Alzheimer's disease AD Alzheimer's disease were found to have lower than normal cerebrospinal fluid levels of insulin."
19135149,"(Pre)diabetes, brain aging, and cognition.",ALZ_T2DM,4,"Besides its traditional glucoregulatory importance, insulin has significant neurothrophic properties in the brain."
19135149,"(Pre)diabetes, brain aging, and cognition.",ALZ_T2DM,5,How can clinical hyperinsulinism be a risk factor for Alzheimer's disease whereas lab experiments evidence insulin to be an important neurothrophic factor?
19135149,"(Pre)diabetes, brain aging, and cognition.",ALZ_T2DM,6,These two apparent paradoxal findings may be reconciliated by Alzheimer's disease the concept of insulin resistance.
19135149,"(Pre)diabetes, brain aging, and cognition.",ALZ_T2DM,7,"Whereas insulin is clearly neurothrophic at moderate concentrations, too much insulin in the brain may be associated with reduced amyloid-beta (Abeta) clearance due to competition for their common and main depurative mechanism - the Insulin-Degrading Enzyme (IDE)."
19135149,"(Pre)diabetes, brain aging, and cognition.",ALZ_T2DM,8,"Alzheimer's disease IDE is much more selective for insulin than for Abeta, brain hyperinsulinism may deprive Alzheimer's disease of its main clearance mechanism."
19135149,"(Pre)diabetes, brain aging, and cognition.",ALZ_T2DM,9,"Hyperglycemia and hyperinsulinemia seems to accelerate brain aging also by inducing tau hyperphosphorylation and amyloid oligomerization, as well as by leading to widespread brain microangiopathy."
19135149,"(Pre)diabetes, brain aging, and cognition.",ALZ_T2DM,10,"In fact, diabetes subjects are more prone to develop extense and earlier-than-usual leukoaraiosis (White Matter High-Intensity Lesions - WMHL)."
19135149,"(Pre)diabetes, brain aging, and cognition.",ALZ_T2DM,11,White Matter High-Intensity Lesions are usually present at different degrees in brain scans White Matter High-Intensity Lesions elderly people.
19135149,"(Pre)diabetes, brain aging, and cognition.",ALZ_T2DM,12,"People with more advanced White Matter High-Intensity Lesions are at increased risk for executive dysfunction, cognitive impairment and dementia."
19135149,"(Pre)diabetes, brain aging, and cognition.",ALZ_T2DM,13,Clinical phenotypes associated with insulin resistance possibly represent true clinical models for brain and systemic aging.
35264925,Pathological Human Tau Induces Alterations in the Brain Insulin Signaling Cascade.,ALZ_T2DM,0,"The process of neurodegeneration in Alzheimer's disease has been associated with a disruption of insulin signaling cascade in neurons, and to insulin resistance."
35264925,Pathological Human Tau Induces Alterations in the Brain Insulin Signaling Cascade.,ALZ_T2DM,1,"T2DM correlates with Alzheimer's disease, but mechanisms of interaction are unknown."
35264925,Pathological Human Tau Induces Alterations in the Brain Insulin Signaling Cascade.,ALZ_T2DM,2,We have developed a mouse model of tau induced neurodegeneration expressing pseudo-phosphorylated tau [Pathological Human Tau (PH-Tau)] in neurons.
35264925,Pathological Human Tau Induces Alterations in the Brain Insulin Signaling Cascade.,ALZ_T2DM,3,This model (PH-Tau-Tg) recapitulated cognitive decline and neurodegeneration observed in Alzheimer's disease In this study We examined if expression of PH-Tau could affect neuronal excitability and insulin receptor signaling.
35264925,Pathological Human Tau Induces Alterations in the Brain Insulin Signaling Cascade.,ALZ_T2DM,4,Neuronal excitability was investigated using intracerebral recordings of extracellular field potentials from prefrontal cortex after insulin and kainic acid (KA) injection.
35264925,Pathological Human Tau Induces Alterations in the Brain Insulin Signaling Cascade.,ALZ_T2DM,5,Analysis of baseline recordings indicated an increased excitability of model (PH-Tau-Tg) as evidenced by higher spectrum densities (PSDs) of high frequencies brain waves.
35264925,Pathological Human Tau Induces Alterations in the Brain Insulin Signaling Cascade.,ALZ_T2DM,6,"Injection of insulin (1IU, s.c) led to a decrease of fast ripples PSDs, more pronounced in model (PH-Tau-Tg) mice than controls."
35264925,Pathological Human Tau Induces Alterations in the Brain Insulin Signaling Cascade.,ALZ_T2DM,7,"Subsequent injection of kainic acid (KA, 5 mg/kg, s.c) led to significant increase in firing rate, amplitude of extracellular field potentials and PSDs of high frequency brain waves in control mice only."
35264925,Pathological Human Tau Induces Alterations in the Brain Insulin Signaling Cascade.,ALZ_T2DM,8,"To further investigate the role of insulin in model (PH-Tau-Tg) mice, we subjected mice to a glucose tolerance test."
35264925,Pathological Human Tau Induces Alterations in the Brain Insulin Signaling Cascade.,ALZ_T2DM,9,We found that model (PH-Tau-Tg) mice were significantly hyperglycemic prior to glucose injection.
35264925,Pathological Human Tau Induces Alterations in the Brain Insulin Signaling Cascade.,ALZ_T2DM,10,"Interestingly, the model (PH-Tau-Tg) mice showed a moderate increase at 30 min due to the higher baseline, indicating a low sensitivity of insulin receptor in model (PH-Tau-Tg) mice."
35264925,Pathological Human Tau Induces Alterations in the Brain Insulin Signaling Cascade.,ALZ_T2DM,11,This is consistent with increased levels of activated insulin receptors in the brain and the inhibitory effect of insulin on ictal activity post KA injection in model (PH-Tau-Tg) mice.
35264925,Pathological Human Tau Induces Alterations in the Brain Insulin Signaling Cascade.,ALZ_T2DM,12,We suggest that these model (PH-Tau-Tg) have reduced insulin sensitivity (hyperglycemia) and as a compensatory mechanism model (PH-Tau-Tg) is overactivation/expression of insulin receptor in model (PH-Tau-Tg) brain rendering neuronal circuits resistant to seizure induction after injection of insulin.
35264925,Pathological Human Tau Induces Alterations in the Brain Insulin Signaling Cascade.,ALZ_T2DM,13,"model (PH-Tau-Tg) data indicate that insulin signal transduction pathway is altered in model (PH-Tau-Tg) mice, and that injection of exogenous insulin reduces hypersynchronous bursting activity of field potentials recorded from cortical neuronal circuits."
35264925,Pathological Human Tau Induces Alterations in the Brain Insulin Signaling Cascade.,ALZ_T2DM,14,We propose that model (PH-Tau-Tg) appearance of abnormal tau might potentiate the toxic environment model (PH-Tau-Tg) interfering with the insulin signaling cascade in the brain model (PH-Tau-Tg) patients with Alzheimer's disease.
22931791,Accumulation of autophagosomes contributes to enhanced amyloidogenic APP processing under insulin-resistant conditions.,ALZ_T2DM,0,Alzheimer disease Alzheimer disease is sometimes referred to as type III diabetes because of the shared risk factors for the two disorders.
22931791,Accumulation of autophagosomes contributes to enhanced amyloidogenic APP processing under insulin-resistant conditions.,ALZ_T2DM,1,"Insulin resistance, one of the major components of type II diabetes mellitus type II diabetes mellitus is a known risk factor for AD."
22931791,Accumulation of autophagosomes contributes to enhanced amyloidogenic APP processing under insulin-resistant conditions.,ALZ_T2DM,2,"Insulin resistance increases amyloid-β peptide generation, but the exact mechanism underlying the linkage of insulin resistance to increased amyloid-β peptide in the brain is unknown."
22931791,Accumulation of autophagosomes contributes to enhanced amyloidogenic APP processing under insulin-resistant conditions.,ALZ_T2DM,3,"In this study, we investigated the effect of insulin resistance on amyloid β amyloid β precursor amyloid precursor protein processing in mice fed a high-fat diet (HFD), and diabetic db/db mice."
22931791,Accumulation of autophagosomes contributes to enhanced amyloidogenic APP processing under insulin-resistant conditions.,ALZ_T2DM,4,"the investigators found that insulin resistance promotes amyloid-β peptide in the brain via altered insulin signal transduction, increased BACE1/β-secretase and γ-secretase activities, and accumulation of autophagosomes."
22931791,Accumulation of autophagosomes contributes to enhanced amyloidogenic APP processing under insulin-resistant conditions.,ALZ_T2DM,5,"Using an in vitro model of insulin resistance, the investigators found that defects in insulin signal transduction affect autophagic flux by inhibiting the mechanistic target of rapamycin (MTOR) pathway."
22931791,Accumulation of autophagosomes contributes to enhanced amyloidogenic APP processing under insulin-resistant conditions.,ALZ_T2DM,6,The insulin resistance-induced autophagosome accumulation resulted in alteration of amyloid precursor protein through enrichment of secretase proteins in autophagosomes.
22931791,Accumulation of autophagosomes contributes to enhanced amyloidogenic APP processing under insulin-resistant conditions.,ALZ_T2DM,7,"the investigators speculate that the insulin resistance that underlies the pathogenesis of type II diabetes mellitus might alter APP processing through autophagy activation, which might be involved in the pathogenesis of AD."
22931791,Accumulation of autophagosomes contributes to enhanced amyloidogenic APP processing under insulin-resistant conditions.,ALZ_T2DM,8,"Therefore, the investigators propose that insulin resistance-induced autophagosome accumulation becomes a potential linker between Alzheimer disease and type II diabetes mellitus"
38558059,The associations between type 2 diabetes and plasma biomarkers of Alzheimer's disease in the Health and Aging Brain Study: Health Disparities (HABS-HD).,ALZ_T2DM,0,Alzheimer's disease Alzheimer's disease affects Latinos disproportionately.
38558059,The associations between type 2 diabetes and plasma biomarkers of Alzheimer's disease in the Health and Aging Brain Study: Health Disparities (HABS-HD).,ALZ_T2DM,1,One of the reasons underlying disparity disparity may be type 2 diabetes type 2 diabetes that is a risk factor for AD.
38558059,The associations between type 2 diabetes and plasma biomarkers of Alzheimer's disease in the Health and Aging Brain Study: Health Disparities (HABS-HD).,ALZ_T2DM,2,The purpose of this study was to examine the associations of type 2 diabetes and Alzheimer's disease blood biomarkers and the differences in these Alzheimer's disease between Mexican Americans and non-Hispanic Whites study was a secondary analysis of baseline data from the observational Health and Aging Brain Study: Health Disparities (HABS-HD) that investigated factors underlying health disparities in AD in Mexican Americans in comparison to non-Hispanic Whites.
38558059,The associations between type 2 diabetes and plasma biomarkers of Alzheimer's disease in the Health and Aging Brain Study: Health Disparities (HABS-HD).,ALZ_T2DM,3,Health and Aging Brain Study: Health Disparities participants were excluded if HABS-HD participants had missing data or were large outliers (z-scores >|4|) on a given Alzheimer's disease biomarker.
38558059,The associations between type 2 diabetes and plasma biomarkers of Alzheimer's disease in the Health and Aging Brain Study: Health Disparities (HABS-HD).,ALZ_T2DM,4,Fasting blood glucose and glycosylated hemoglobin (HbA1c) levels were measured from clinical labs.
38558059,The associations between type 2 diabetes and plasma biomarkers of Alzheimer's disease in the Health and Aging Brain Study: Health Disparities (HABS-HD).,ALZ_T2DM,5,type 2 diabetes was diagnosed by licensed clinicians.
38558059,The associations between type 2 diabetes and plasma biomarkers of Alzheimer's disease in the Health and Aging Brain Study: Health Disparities (HABS-HD).,ALZ_T2DM,6,"Plasma amyloid-beta 42 and 40 (Aβ42/42) ratio, total tau (t-tau), and neurofilament light (NfL) were measured via ultra-sensitive Simoa assays."
